Area,Year,Total Crops Yielded per 100g/ha,Total Crop Based Food Balance per 1000t,Total Fertilizers Used in Tonnes,Total FDI Inflows per million USD,Total Crop Emissions N20,Total Land Use per 1000/ha,Total Pesticides Used in Tonnes,Total Cereal Export Value per 1000 USD,Total Sugar and Honey Export Value per 1000 USD,Total Fruits and Vegetables Export Value per 1000 USD,Total Tobacco Export Value per 1000 USD,Total Fats and Oils Export Value per 1000 USD
Netherlands (Kingdom of the),2021,446795.4,3664.0769230769233,70656.86666666667,20907.07499,0.494,1040.0,11291.6,6847107.590000001,1968257.2600000002,25186462.59,2289255.52,5787807.37
New Caledonia,2010,26646.75,0.16666666666666666,380.5,1439.084998,0.0007,10.6,244.13999999999996,260.0,17.0,1154.0,25.0,38.0
New Caledonia,2011,26303.875,0.16666666666666666,360.7142857142857,1715.025227,0.0006,10.3,239.03000000000003,301.0,65.0,1308.0,12.0,12.0
New Caledonia,2013,27090.875,0.25,114.84210526315789,2071.95076,0.0008,9.73,246.36999999999998,280.0,22.0,1468.0,21.0,10.0
New Caledonia,2014,27196.0,0.18181818181818182,118.36842105263159,1658.447587,0.0009,9.73,252.45,394.57,10.11,1134.73,2.78,15.23
New Caledonia,2015,22843.5,0.0,104.57894736842107,1081.187399,0.0013,9.7,252.32,293.31,17.04,562.16,1.93,11.18
New Zealand,2010,112969.7,166.75,253662.85714285713,-61.967244,0.22770000000000004,570.0,5285.2,613974.0,174078.0,1573560.0,27304.0,121236.0
New Zealand,2011,110139.6,127.25,289989.0628571428,4238.392808,0.2269,542.0,5285.2,494143.0,152726.0,1613461.0,23686.0,115554.0
New Zealand,2012,111305.5,148.58333333333334,296431.5714285714,3504.067148,0.2648,580.4,5285.2,651597.0,249122.0,1837953.0,48327.0,142483.0
New Zealand,2013,112263.3,153.25,278876.20285714284,1862.3760670000001,0.2488,618.0,5285.2,815423.0,274757.0,1816862.0,70172.0,128382.0
New Zealand,2014,116426.7,182.91666666666663,298872.46,2436.474951,0.24359999999999998,657.0,5285.2,698904.94,298820.01,2048691.89,81627.45,126544.65
New Zealand,2015,113738.5,192.91666666666663,291880.1742857143,-309.627749,0.24789999999999998,545.0,5285.2,623268.02,316919.81,2101897.01,73185.53,97705.14
New Zealand,2016,108465.1,206.41666666666663,286603.1742857143,2844.3541029999997,0.2433,608.0,5285.2,861754.6599999999,325518.95,2437608.81,65971.4,111191.29
New Zealand,2017,116838.7,178.0,310663.3457142857,2428.574474,0.2082,558.0,5285.2,1078891.2,388474.81,2430920.73,57168.37000000001,127849.4
New Zealand,2018,114234.8,180.0,311266.6742857142,1945.673368,0.2198,589.0,5285.2,1305140.24,360598.52,2748285.78,56140.46,126401.36000000002
New Zealand,2019,119463.9,190.08333333333337,310757.5314285714,4273.07914,0.2286,620.0,5285.2,1524444.1,337409.29,2803572.75,48022.03,102738.01
New Zealand,2020,121224.8,188.15384615384616,421042.0,3886.364845,0.2299,601.0,5285.2,1618921.74,455060.49000000005,3116567.0,39419.52,121515.81000000001
New Zealand,2021,120298.5,201.53846153846155,373307.75,3993.492715,0.2238,690.0,5285.2,1440170.78,466093.00999999995,3319737.34,6283.05,203963.89
Nicaragua,2010,131338.9,78.84615384615384,9215.749166666666,508.0,0.2869,1850.0,12242.19,33279.0,158062.0,161943.0,18731.0,31132.0
Nicaragua,2011,139308.2,78.61538461538461,15443.115454545454,967.9,0.3223,1799.0,4932.05,48217.0,173818.0,167773.0,18186.0,56597.0
Nicaragua,2012,144686.9,87.46153846153848,13850.083333333336,767.7,0.32159999999999994,1799.0,4413.82,68908.0,205637.0,233822.0,146216.0,50696.0
Nicaragua,2013,153331.6,96.38461538461539,7779.866666666666,815.5,0.3009,1799.0,6705.5,71697.0,210615.0,189326.0,164269.0,47686.0
Nicaragua,2014,155456.7,109.84615384615385,13887.75,884.1,0.2642,1799.0,6826.97,65169.05,244653.99,263769.82,168426.24,101370.82
Nicaragua,2015,157791.5,104.33333333333331,12868.384615384615,949.9,0.2368,1799.0,7845.9,61292.62000000001,175169.2,244128.28999999998,183936.72,74443.29
Nicaragua,2016,148074.4,102.25,12468.894736842105,898.9,0.2892,1799.0,7682.29,45249.24,134665.25,228773.72000000003,198678.97,45154.08
Nicaragua,2017,158381.8,115.83333333333331,32758.375,1035.3,0.2758,1799.0,7902.15,30116.79,202525.23,293864.76,227610.98000000004,49436.7
Nicaragua,2020,160474.4,123.76923076923077,5685797.497647058,746.5,0.2785,1799.0,15658.35,21592.68,178090.61,304634.72,289447.97,73021.98
Nicaragua,2021,164564.8,128.23076923076923,21959.615294117648,1220.1,0.2796,1799.0,13709.8,17671.67,183067.59,306050.86,378907.31,132346.71
Niger,2010,90280.44444444444,20.076923076923077,5098.666666666667,940.316227,1.8262999999999998,15200.0,11.489999999999998,14694.0,11713.0,29811.0,12861.0,3528.0
Niger,2011,84036.88888888889,10.615384615384615,5577.599999999999,1065.789864,1.427,15700.0,10.59,5177.0,7348.0,51603.0,5435.0,3585.0
Niger,2016,88715.0,47.583333333333336,4240.65,301.332478,1.9707,17613.0,47.66,139838.09,7407.33,24842.43,3367.67,131830.04
Niger,2017,92217.0,76.0,11669.0,338.71071,2.0069,17813.0,32.76,332260.97,6938.4,27702.73,5333.62,155116.24
Niger,2018,89846.44444444444,56.083333333333336,8167.333333333333,466.042273,2.0559,17813.0,17.86,237746.65000000002,2168.68,62660.28,1018.9299999999998,169659.06
Niger,2019,96722.66666666667,22.153846153846153,4998.333333333333,717.14764,1.8760000000000001,17813.0,22.13,8321.2,12438.22,65791.42,355.45,57303.64
Nigeria,2010,49304.818181818184,34.76923076923077,130872.14285714286,6098.963,6.7967,42440.0,26872.77,706.0,812.0,16385.0,19093.0,19214.0
Nigeria,2011,43785.181818181816,41.46153846153846,68810.71428571429,8915.0,6.1424,42471.0,31079.27,984.0,2288.0,29788.0,48390.0,18208.0
North Macedonia,2010,86409.88888888889,51.583333333333336,6069.583333333333,212.531703,0.1364,449.0,98.0,48464.0,10612.0,175169.0,123517.0,11071.0
North Macedonia,2011,84641.77777777778,50.666666666666664,5305.538461538462,478.77890600000006,0.1394,449.0,98.0,60599.0,11951.0,193149.0,153531.0,17226.0
Norway,2010,96573.28571428571,12.923076923076923,38375.8,14018.13649,0.2855,830.1,698.98,36813.0,11039.0,25529.0,372.0,80828.0
Norway,2011,85285.14285714286,11.307692307692308,43203.6,11390.26623,0.2502,822.4,823.96,42136.0,6494.0,22997.0,715.0,104452.0
Norway,2012,88675.0,12.615384615384615,18238.608695652172,14655.09239,0.2616,816.3,813.93,38006.0,11366.0,24980.0,640.0,110731.0
Norway,2013,86975.42857142857,11.923076923076923,18459.521739130436,1975.6595740000002,0.23540000000000003,810.7539,761.97,39089.0,10417.0,29743.0,420.0,92389.0
Norway,2014,102546.0,13.083333333333334,19663.304347826088,5530.121381,0.292,811.13,861.21,40160.37,11982.289999999999,25535.49,509.53000000000003,81543.41
Norway,2015,96074.85714285714,13.916666666666666,19880.956521739132,-2514.951942,0.3161,810.163,631.03,36540.38,10958.86,23569.79,296.2,74235.08
Norway,2016,101892.71428571429,16.583333333333332,19888.130434782608,-3899.880952,0.3055,808.158,676.0,38706.340000000004,8859.54,29472.389999999996,1887.42,78435.16
Norway,2017,100841.28571428571,16.833333333333332,19372.130434782608,-5849.000262,0.3051,804.506,671.0,47056.96,5152.37,20859.24,1210.16,75972.62
Norway,2018,93121.85714285714,18.153846153846153,19895.17391304348,225.760836,0.1906,806.283,614.0,51245.51,6521.57,24466.96,1486.44,63531.79
Norway,2019,102063.0,20.666666666666668,20618.739130434784,16714.77273,0.3049,805.146,604.0,58242.82,6980.8,22332.07,1412.3799999999999,68722.86
Norway,2020,103862.57142857143,19.5,20450.347826086956,-8228.693096,0.3034,807.663,688.0,55499.7,4688.159999999999,23118.22,1968.03,80500.04
Norway,2021,106860.42857142857,18.53846153846154,21194.956521739132,1749.359721,0.2787,807.0,710.0,61885.19,5602.62,25861.96,2303.71,101486.42
Oman,2010,151541.83333333334,49.07692307692308,1079.5384615384614,1177.113134,0.007499999999999999,72.6,255.91,128614.0,7585.0,82543.0,85977.0,94330.0
Oman,2011,154871.16666666666,52.15384615384615,1397.7857142857142,1521.196359,0.0093,76.0,292.32,137679.0,12367.0,98337.0,83710.0,206649.0
Oman,2012,170961.5,46.46153846153846,6333.333333333333,796.618986,0.0085,72.8,339.06,186648.0,16817.0,98570.0,72487.0,132347.0
Oman,2013,131129.5,59.0,5750.0,1565.149545,0.0082,68.5,439.4,336095.0,13050.0,102424.0,167229.0,137586.0
Oman,2014,121664.33333333333,72.91666666666667,7500.0,1657.997399,0.0068,68.8,409.79,230527.46,7191.64,107396.21,1220.46,209562.04
Oman,2015,139416.5,76.58333333333333,7500.0,-1735.5006499999997,0.0127,83.0,333.4800000000001,266079.17,11291.24,114091.62,163608.05,212315.03
Oman,2016,148145.0,72.76923076923077,7500.0,3094.1482440000004,0.0101,85.0,346.76,247599.16,7968.82,99555.82,115474.59000000001,181594.26
Oman,2017,166098.66666666666,77.15384615384616,10000.0,6718.075423,0.010200000000000002,100.92,275.49,253099.91,19168.61,130203.06,306514.73,193550.6
Oman,2021,182576.16666666666,152.0,87727.27272727272,9041.352406,0.0197,116.22,442.67,353062.36999999994,38296.86,159143.12,250340.37,206005.37
Pakistan,2010,103468.18181818182,666.0,864134.6,2022.0,9.28,30242.0,14862.71,2233943.0,99964.0,368709.0,14724.0,1757.0
Pakistan,2011,105772.90909090909,869.3076923076924,839498.6,1162.0,10.1807,30936.0,13865.78,3218425.0,71360.0,608361.0,33218.0,3376.0
Pakistan,2012,102870.18181818182,700.8461538461538,326722.652173913,859.0,9.5001,31063.0,12868.85,2326525.0,252096.0,584913.0,24781.0,1198.0
Pakistan,2013,107504.72727272728,845.5384615384615,374334.6956521739,1333.0,10.312,31280.0,11871.92,2473162.0,642562.0,731336.0,26429.0,4452.0
Pakistan,2014,103042.36363636363,728.6923076923076,369620.8695652174,1887.0,10.7798,31252.0,11871.92,2477692.26,447429.91,652246.64,23056.13,116313.41999999998
Pakistan,2015,110655.45454545454,802.9230769230769,376092.56521739124,1673.0,10.5775,31202.0,11871.92,2321502.84,365578.47,700552.16,11537.54,63319.01
Pakistan,2016,113333.27272727272,693.2307692307693,398824.3043478261,2576.0,10.863500000000002,31794.0,11871.92,1942004.19,258420.58999999997,658509.5,12335.28,54630.88
Pakistan,2017,112548.54545454546,630.5384615384615,426424.43478260876,2496.0,11.238399999999999,32003.0,11871.92,1911085.57,518366.0200000001,579121.21,32155.15,42912.4
Pakistan,2018,114182.18181818182,978.3846153846154,408398.6956521739,1737.0,10.3882,31953.0,11871.92,2517808.83,507785.9799999999,726667.46,23210.99,39069.8
Pakistan,2019,118639.54545454546,867.5384615384615,416804.1304347826,2234.0,11.0446,31323.0,11871.92,2566191.24,350952.22,689616.15,24040.88,43291.02
Pakistan,2020,125157.54545454546,660.3076923076924,431925.60869565216,2057.0,11.7239,31723.0,11871.92,2202919.91,120635.4,741688.36,56166.66,44818.93
Panama,2010,118623.55555555556,39.166666666666664,7419.727272727273,2.685,0.1053,757.3900000000001,1949.19,4279.0,20255.0,144835.0,1318.0,1806.0
Panama,2011,123780.44444444444,40.0,4248.211818181819,8.325,0.1125,754.0,1852.32,2609.0,37368.0,150340.0,1065.0,15163.0
Panama,2020,137800.88888888888,56.583333333333336,1139563.6207692309,149.950288,0.1321,665.1,861.3599999999999,6091.25,32674.27,176267.01,82271.23,32276.02
Panama,2021,125463.55555555556,55.5,3024.42052631579,1926.951112,0.1335,672.316,861.3599999999999,1003.8499999999999,24728.34,199499.3,773.51,52307.7
Papua New Guinea,2010,84973.44444444444,81.1,3660.6666666666665,28.867828999999997,0.0035,1077.0,437.87,29.0,0.0,29.0,92.0,422500.0
Papua New Guinea,2011,84200.0,94.7,2617.3333333333335,-309.198345,0.0039,1096.0,590.74,20.0,22.0,1.0,95.0,489300.0
Paraguay,2010,123258.9,628.6923076923077,61840.0,633.281,2.9091000000000005,4060.0,21112.95,548994.0,37790.0,23365.0,49100.0,282730.0
Paraguay,2011,120749.8,649.0,69585.23076923077,624.416,3.1643,4207.0,22282.95,606065.0,91272.0,44168.0,62133.0,347001.0
Peru,2010,179315.0,138.46153846153845,72684.72545454545,1917.015,1.223,6163.3,6225.669999999999,113673.0,76116.0,1446620.0,8680.0,7458.0
Peru,2011,176359.36363636365,157.84615384615384,73873.25,710.254,1.175,6250.2,6030.69,147703.0,60105.0,1880921.0,8973.0,15078.0
Peru,2012,181147.63636363635,162.46153846153845,124024.2857142857,700.164,1.2991,6303.16,7288.63,198757.0,51092.0,1981208.0,7192.0,18213.0
Peru,2013,186555.63636363635,179.69230769230768,127206.42857142857,1198.071,1.3103,6167.37,7091.56,254434.0,62728.0,2245778.0,9877.0,36355.0
Peru,2014,182898.63636363635,200.6153846153846,126509.14285714286,427.38400000000007,1.2557,6031.580000000001,8274.55,361929.97,75929.06,2740255.68,6581.03,89469.28
Peru,2015,177553.9090909091,198.84615384615384,140472.2857142857,1078.856,1.3341,5895.804000000001,8893.46,295781.56,54205.37,3010490.73,3512.76,41142.46
Peru,2016,170470.54545454544,226.9230769230769,129000.0,413.642,1.2879,5643.0,9482.89,287507.22,78142.11,3721925.9100000006,3086.23,44360.5
Peru,2017,177210.0909090909,234.53846153846155,152084.5,46.969,1.2814,5718.108,10036.95,304935.52,80492.64,3642725.92,3952.12,59753.72
Peru,2018,181043.45454545456,271.46153846153845,123471.125,6761.185789000001,1.3787,5898.589,8617.57,316171.06,36662.13,4322636.27,3057.61,76459.72
Peru,2019,184722.45454545456,299.61538461538464,148420.0,6241.055656,1.319,5678.29,10635.76,365566.66,101615.82,4704988.32,3242.2099999999996,81570.47
Peru,2020,184861.54545454544,329.46153846153845,176888.14285714287,-416.573589,1.3356,6196.99,10774.12,360450.35,77430.72,5236404.25,2032.76,92654.71
Peru,2021,179297.0,362.6923076923077,169250.72714285713,5755.361224,1.3721,6715.689,11595.910000000002,367032.51,72814.63,7354600.77,2341.25,153175.29
Philippines,2010,88201.0,413.38461538461536,243649.375,1070.387,5.4434,10600.0,21311.11,98600.0,105007.0,914492.0,266766.0,1271411.0
Philippines,2011,100949.90909090909,493.53846153846155,193370.4,2007.151,5.7507,10760.0,21179.54,109400.0,448166.0,1391322.0,331034.0,1432973.0
Philippines,2012,98104.36363636363,500.0769230769231,125399.625,3215.4150000000004,6.0835,10930.0,21608.02,118644.0,166739.0,1592446.2,233779.0,1057722.0
Philippines,2013,93931.18181818182,615.1538461538462,66434.2,3737.372,6.158099999999999,10969.0,22374.11,137263.7,327280.0,1942741.0,340357.0,1083909.0
Philippines,2014,96914.09090909091,686.3333333333334,67095.0,5739.5740000000005,6.2975,10998.0,22111.62,263475.74,176956.19,2275819.86,449305.44,1439193.28
Philippines,2015,95045.81818181818,448.1666666666667,66073.0,5724.216,6.0974,11027.0,23250.65,166804.4,49405.5,1482685.16,298085.55,1153495.08
Philippines,2021,102418.18181818182,783.9166666666666,195133.06529411764,11983.36333,6.5395,11183.0,37660.36,250196.05,128283.24,2805933.83,461579.26,1466525.55
Poland,2010,116399.3,697.6153846153846,418105.08333333326,13874.44035,4.7507,11219.0,19449.02,1459075.0,507440.0,2861013.0,1589605.0,453087.0
Poland,2011,128746.7,621.0769230769231,441435.0,20623.38627,4.7505,11488.0,21779.27,1764557.0,577317.0,3270554.0,1788655.0,538937.0
Portugal,2010,117036.2,219.53846153846155,38442.34857142857,2912.025111,0.217,1861.57,13774.18,324199.0,200866.0,925828.0,511896.0,365299.0
Portugal,2011,120016.9,247.84615384615384,38169.37285714286,7428.154388,0.2334,1848.77,14562.41,398236.0,247891.0,1048448.0,543927.0,510544.0
Republic of Korea,2010,115729.2,131.6153846153846,184953.33333333337,8117.085,1.3309,1715.0,20431.0,347340.0,390049.0,454305.0,542180.0,40721.0
Republic of Korea,2011,115423.2,135.84615384615384,186087.33333333337,10246.5,1.2914,1698.0,19131.0,394523.0,426066.0,408746.0,514846.0,72189.0
Republic of Korea,2012,116513.5,144.92307692307693,198504.16666666663,11117.4,1.252,1730.0,17438.0,486731.0,453022.0,505313.0,632807.0,78367.0
Republic of Korea,2013,117897.9,146.0,191599.0,6083.21,1.2845,1711.0,18708.0,513581.0,423636.0,493774.0,553212.0,55879.0
Republic of Korea,2014,128843.7,158.6153846153846,189656.66666666663,9273.6,1.2768,1691.0,19788.0,601476.47,438563.68,516034.52,702367.5,53659.43000000001
Republic of Korea,2015,120308.6,174.83333333333337,183853.33333333337,4104.1,1.2763,1679.0,19482.0,599126.25,391780.43,497189.32999999996,913508.24,73103.94
Republic of Korea,2016,117232.9,177.75,185661.66666666663,12104.3,1.2424,1644.0,19798.0,602358.08,396854.73,574192.01,1014471.8800000001,64331.0
Republic of Korea,2017,115745.5,176.33333333333337,183831.16666666663,17912.9,1.1799,1620.7,20043.0,534717.13,381747.48,583941.27,1209679.34,82950.6
Republic of Korea,2018,116445.7,184.66666666666663,187948.33333333337,12182.6,1.1695,1596.0,18716.0,626656.38,335358.45,657392.85,925349.3100000002,70489.93
Republic of Korea,2019,121985.4,191.83333333333337,186762.18499999997,9634.3,1.1488,1581.0,16745.0,626425.05,321694.98,848939.9800000001,929382.1700000002,65810.43
Republic of Korea,2020,118526.9,186.33333333333337,183455.5,8764.9,1.0903,1565.0,17132.0,731195.42,331056.44,1191755.7,1004911.5199999999,66452.2
Republic of Korea,2021,119739.5,186.41666666666663,147725.0,22060.4,1.1693,1547.0,19014.0,872344.1300000001,341445.42,1332614.15,887232.61,84529.99
Republic of Moldova,2010,69581.11111111111,100.9230769230769,6137.727272727273,292.96,0.5764,2112.0,2466.13,78617.0,30617.0,227964.0,27156.0,47579.0
Republic of Moldova,2011,65306.77777777778,108.53846153846152,8539.181818181818,359.67,0.5895,2110.0,2453.95,86537.0,15813.0,280595.0,28724.0,77481.0
Republic of Moldova,2013,74303.22222222222,145.53846153846155,8796.461538461539,233.21,0.6317,2111.0,2409.25,139148.0,33795.0,292726.0,25511.0,44036.0
Republic of Moldova,2014,93296.66666666667,194.66666666666666,9279.785714285714,341.69,0.6823,1966.0,2500.4,200845.13,65468.329999999994,269081.54,16697.36,79313.38
Republic of Moldova,2015,56000.555555555555,176.33333333333334,8882.42857142857,237.3,0.5564,1971.0,2739.0,128772.62000000001,48039.25,251828.19,12676.85,71990.52
Republic of Moldova,2016,73077.88888888889,212.33333333333334,12476.714285714286,83.23,0.6935,1973.0,2981.0,175567.89,52763.57,205880.94,13568.5,54132.61
Republic of Moldova,2017,80333.66666666667,246.0,15456.09090909091,151.59,0.7349000000000001,1975.0,3116.0,198902.17,41156.43,300643.21,18624.94,53593.09
Republic of Moldova,2018,78987.66666666667,245.0,22481.727272727272,296.99,0.7458,1916.0,3349.45,240342.31,30883.439999999995,263588.26,22816.98,66709.63
Republic of Moldova,2019,80975.22222222222,282.3333333333333,19548.454545454544,508.62,0.7578,1921.7,3374.7,250080.61,21720.14,293207.73,22372.45,69944.12
Republic of Moldova,2020,62479.77777777778,187.41666666666666,19162.063636363637,150.12,0.3944,1927.0,3354.9,131809.21,18650.48,302672.57,8587.3,103263.76
Republic of Moldova,2021,86694.66666666667,253.0,14640.3,410.05,0.9642,1937.0,3354.9,388684.37,32688.09,314684.27,12712.43,121087.46000000002
Romania,2010,104228.0,623.6153846153846,75421.78571428571,2374.692899,3.7783999999999995,9609.0,7249.2,1257549.0,176712.0,192178.0,508600.0,209229.0
Romania,2011,106446.6,587.6923076923077,69418.84615384616,2523.093605,4.5397,9439.0,6582.9,1585933.0,230018.0,200583.0,636399.0,323342.0
Rwanda,2010,54827.666666666664,4.769230769230769,119.33333333333333,250.50480399999998,0.3577000000000001,1492.0,953.85,819.0,57.0,1911.0,27.0,27.0
Rwanda,2011,56144.88888888889,6.846153846153845,43.75,119.105387,0.3693,1518.0,181.6,9407.0,38.0,3324.0,25.0,55.0
Saint Kitts and Nevis,2010,28867.714285714286,0.0,77.0,116.26848,0.0,4.6,90.2,0.0,13.0,21.0,0.0,0.0
Saint Kitts and Nevis,2011,30127.14285714286,0.15384615384615385,78.0,109.632707,0.0,5.1,87.42,0.0,13.0,2.0,0.0,0.0
Saint Lucia,2010,63383.28571428572,3.0,214.6,121.296973,0.0,9.57,214.75,59.0,14.0,19564.0,94.0,16.0
Saint Lucia,2011,63325.0,1.2307692307692308,112.4,96.416428,0.0,9.57,217.63,60.0,0.0,6107.0,94.0,16.0
Samoa,2010,43804.125,1.0833333333333333,17.294999999999998,0.408419,0.0,35.5,63.15,0.0,0.0,1349.0,0.0,2200.0
Samoa,2011,43387.875,1.1666666666666667,17.21,14.872854999999998,0.0,41.0,68.78,6.0,0.0,1688.0,0.0,2000.0
Samoa,2016,43205.625,1.0833333333333333,21.156,2.549967,0.0,58.15,96.97,110.93,2.94,6160.38,230.83,878.87
Samoa,2017,43654.125,1.0,5.765,9.078017,0.0,52.760000000000005,102.60999999999999,381.84,22.12,6877.73,182.96,867.06
Samoa,2018,44223.125,1.0,12.777499999999998,16.722124,0.0,47.35,196.7,485.82,58.96,7716.19,270.3,877.26
Samoa,2019,45930.0,0.7692307692307693,13.194545454545453,-2.151612,0.0,43.0,111.6,323.05,23.35,8821.67,506.41,1797.69
Saudi Arabia,2010,97053.0,258.7692307692308,133250.0,28024.0,0.3838,3406.0,4699.74,310288.0,325063.0,628816.0,861.0,172920.0
Saudi Arabia,2011,97322.5,268.46153846153845,283000.0,16308.280000000002,0.3464,3388.0,4860.74,359478.0,354671.0,681999.0,1089.0,305946.0
Saudi Arabia,2012,99129.375,270.15384615384613,89500.0,12182.37333,0.2669,3345.0,5021.75,459595.0,356845.0,656074.0,2772.0,295633.0
Saudi Arabia,2013,101665.25,225.0,87166.66666666667,8864.693333,0.21610000000000001,3295.0,5412.5,494236.0,285795.0,644504.0,1861.0,260335.0
Saudi Arabia,2014,80097.625,256.0833333333333,173500.0,8011.786667,0.3687,3575.3,6259.67,503838.91,285044.06,700074.27,1193.17,243950.67
Saudi Arabia,2015,97313.375,267.45454545454544,173500.0,8141.026667,0.3816,3637.0,7106.85,514106.78,226059.48,739619.86,2015.74,236600.56
Saudi Arabia,2016,99291.625,239.16666666666666,260250.0,7452.533333000001,0.3568,3627.0,7954.020000000001,495349.95,267566.3,699879.07,4210.11,257347.74
Saudi Arabia,2020,116083.77777777778,197.83333333333334,172772.8,5399.15704,0.2913,3637.37,7255.65,537267.72,263546.28,654698.41,7556.939999999999,182815.67
Saudi Arabia,2021,119181.11111111111,214.69230769230768,154215.0,19285.64359,0.2934,3637.0,7255.65,656481.92,392007.71,739177.29,3639.0,305432.91
Senegal,2010,142195.45454545456,17.846153846153847,5239.583333333333,266.107653,0.4449,3678.0,695.86,41205.0,2128.0,37482.0,87762.0,67504.0
Senegal,2011,145411.63636363635,27.23076923076923,4700.583333333333,338.218901,0.2959,3365.0,741.85,71551.0,4803.0,60046.0,99622.0,91015.0
Senegal,2012,150727.63636363635,25.46153846153846,28000.0,276.175403,0.3771,3365.0,787.83,64036.0,3033.0,65365.0,87283.0,32992.0
Senegal,2013,146736.9090909091,28.53846153846154,31666.666666666668,311.366771,0.3243,3368.0,722.53,54663.0,2451.0,113050.0,128036.0,41924.0
Senegal,2014,144218.45454545456,32.333333333333336,28666.666666666668,403.098056,0.3269,3372.0,609.79,96234.03000000001,3384.7,104812.82,132740.3,50067.24
Senegal,2015,143855.27272727274,47.416666666666664,39333.333333333336,409.16612399999997,0.5498,3728.0,708.52,96281.15,3315.24,159965.0,127352.85,80496.9
Senegal,2016,144280.72727272726,49.333333333333336,17708.0,472.409796,0.5949,3688.0,830.7399999999999,85942.6,4067.72,195552.22,114231.66999999998,33631.52
Senegal,2017,144498.0,42.416666666666664,26398.625,588.292998,0.6486,3723.0,163.30999999999997,91805.89,7983.76,201864.79,107180.52,36349.51
Senegal,2018,149421.9090909091,52.5,11006.7,847.841575,0.721,3758.0,478.78,93225.79,13536.910000000002,222491.91000000003,95991.84,60194.19000000001
Senegal,2019,149258.45454545456,80.0,10286.384615384615,1065.46282,0.7054,3795.0,478.78,91360.37,6722.59,373441.96,74123.66,76231.04
Senegal,2020,153587.18181818182,63.083333333333336,11654.222222222223,1845.663881,0.8921,3830.0,577.18,85800.76,5349.68,372971.48,62652.18,16174.87
Serbia,2010,98987.44444444444,327.38461538461536,69825.54545454546,1693.165308,1.8996999999999997,2844.4,1940.6599999999999,582685.0,215700.0,515477.0,55308.0,146714.0
Serbia,2011,98442.66666666667,317.9230769230769,74029.91666666667,4927.309882,1.8914,2828.1,2567.29,737012.0,187059.0,641257.0,58859.0,202065.0
Slovakia,2010,89579.5,189.07692307692304,10748.384615384615,1769.4308019999999,0.5763,1417.4,1880.75,494823.0,329582.0,194941.0,5417.0,77501.0
Slovakia,2011,113714.8,212.53846153846155,13758.272727272728,3490.626895,0.8008,1411.5,1410.5,687208.0,417050.0,203435.0,13240.0,168026.0
Slovakia,2012,90239.7,283.0,24825.235294117647,2982.163488,0.6768,1412.5,1563.78,681963.0,700032.0,209763.0,5937.0,387722.0
Slovakia,2013,103185.6,259.15384615384613,23679.38888888889,-604.247374,0.7613,1382.4,1620.28,651110.0,536743.0,208884.0,9636.0,300425.0
Slovakia,2014,124587.2,245.07692307692304,24719.36888888889,-512.952852,1.0012,1378.0,1721.83,649308.58,342076.2,209926.85999999996,4443.73,195381.76
Slovakia,2015,105053.6,313.46153846153845,26682.550625,106.139915,0.8669,1368.0,1567.86,622643.93,241192.78999999998,187967.57,2910.02,139794.7
Slovakia,2016,123344.0,321.15384615384613,24045.45,805.90091,1.0439,1365.0,1520.0,647534.34,220087.9,195892.36,6139.32,112811.75
Slovakia,2017,108140.8,312.38461538461536,20038.769130434783,4016.771139,0.7914,1361.0,1724.0,653540.09,261866.12000000002,215700.93,7145.24,47724.83
Slovakia,2018,165070.0,279.0769230769231,22131.17217391304,1675.084894,0.8811,1365.0,1785.0,613448.0599999999,225500.86999999997,233660.22,10159.039999999999,44078.64
Slovakia,2019,161592.2857142857,277.0769230769231,23932.047826086957,2510.636584,0.9075,1367.0,1859.0,615628.6900000001,234572.57,232585.33,7190.28,42452.77
Slovakia,2020,168609.7142857143,331.84615384615387,24305.15409090909,-2403.543162,0.9961000000000001,1364.0,1810.0,781897.8099999999,233024.36000000002,225578.86999999997,13639.7,160124.7
Slovakia,2021,203672.0,355.0,23260.247826086954,58.708878,0.9443,1344.0,1620.0,922567.63,291322.77,240128.41,16010.28,165755.14
Slovenia,2010,103631.25,79.6923076923077,8373.953333333333,105.369879,0.1119,236.31,1134.37,102884.0,52734.0,260188.0,219.0,14934.0
Slovenia,2011,88059.0,88.76923076923077,8272.946666666667,1087.41442,0.1173,236.88999999999996,1121.91,132948.0,101113.0,267272.0,97.0,27338.0
Slovenia,2012,73963.5,80.84615384615384,5370.478260869565,339.334493,0.1156,235.67,1016.0800000000002,141130.0,98144.0,256013.0,118.0,23685.0
Slovenia,2013,68015.0,68.92307692307692,5569.260869565217,-151.221197,0.0938,237.27000000000004,917.49,141429.0,73144.0,235198.0,193.0,41787.0
Slovenia,2014,81043.125,84.23076923076923,5779.521739130435,1051.234839,0.12489999999999998,237.11000000000004,1009.9199999999998,169141.19,64232.54,247396.56,414.31,40451.75
Slovenia,2015,89601.125,82.84615384615384,5750.0,1675.2413179999999,0.1206,237.34,1046.84,131568.75,39293.41,272355.42,295.33,37632.77
Slovenia,2016,83467.125,92.84615384615384,5638.086956521739,1245.932125,0.1227,237.70999999999998,1157.0,159313.39,41532.68,295558.37,2797.72,37111.89
Slovenia,2017,76376.625,107.07692307692307,5674.9404347826085,897.753076,0.1085,238.03000000000003,1087.0,209511.21,27210.47,345591.3,2060.74,25472.33
